"gene","coef","pVal","Std.error","pVal_adj","qVal"
"WT1",-0.213482159489911,0.727804683016257,0.613371163218769,0.991230417748256,0.991230417748256
"YWHAE",0.153663568954672,0.824267136531785,0.691991056523727,0.991230417748256,0.991230417748256
"ZBTB16",-0.270795240769108,0.655612035316625,0.607192090601461,0.991230417748256,0.991230417748256
"ZBTB7B",-0.229951484894042,0.707117715874603,0.612012757741214,0.991230417748256,0.991230417748256
"ZC3H12A",-0.297897745051127,0.622734351005152,0.60550934833032,0.991230417748256,0.991230417748256
"ZCCHC8",0.981131687437385,0.0706261391299223,0.542699202423579,0.991230417748256,0.991230417748256
"ZEB1",0.353897779014724,0.371605274678403,0.396093421721506,0.991230417748256,0.991230417748256
"ZFHX3",0.429552377886252,0.227556693231962,0.355979687147093,0.991230417748256,0.991230417748256
"ZMYM2",-0.937132427978078,0.241685148941566,0.800430744439961,0.991230417748256,0.991230417748256
"ZNF384",0.153126096299296,0.824787564060996,0.69165281983898,0.991230417748256,0.991230417748256
"GATA3",0.003613754209424,0.994681898503394,0.542174184293841,0.99518719612638,0.99518719612638
"TRIP11",0.0024430895672053,0.99518719612638,0.405022036365228,0.99518719612638,0.99518719612638
